key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_wikidata,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
c5d0875f,c5d0875f-d20a-4686-b482-52c0410dce7e,451628,figaa001,figaral01,figaro001alf,8404,73375133,,,,Q2835590,Fígaro,Alfredo,Alfredo,,Fígaro,,1984,7,7,,,,2006,2018,2009,2014,,,,,,,,,,,,
c5d3cb1b,c5d3cb1b-0381-4fdb-852c-5128075dc309,434137,kensl001,kensilo01,kensin001log,6166,,,,,Q3257850,Kensing,Logan,Logan French,,,,1982,7,3,,,,2003,2018,2004,2016,2002,2002,,,,,,,,,,
c5d74a9b,c5d74a9b-b000-4ff0-8b2a-213cba89f6fd,534606,lamar001,lamarry01,lamarr001rya,10700,,,,,Q20870997,LaMarre,Ryan,Ryan Michael,,,,1988,11,21,,,,2010,2023,2015,2021,2008,2010,,,,,,,,,,
c5e39d8e,c5e39d8e-d428-44cb-8e47-b77b824c5d28,675916,karij001,karinja01,karinc000jam,20151,,,,,Q64009538,Karinchak,James,James Stephen,,,,1995,9,22,,,,2017,2024,2019,2023,2015,2017,,,,,,,,,,
c5f2b1aa,c5f2b1aa-32f3-4aed-9978-5c212ab4714e,571553,cecid001,cecilda01,cecili001dar,9954,,,,,Q16548662,Ceciliani,Darrell,Darrell Albert,,,,1990,6,22,,,,2009,2018,2015,2017,,,,,,,,,,,,
c602b515,c602b515-3b43-4c5e-82ed-c80a41c065cb,456078,castw002,castiwe01,castil001wel,3256,,,,,Q288938,Castillo,Welington,Welington Andres,,,,1987,4,24,,,,2006,2021,2010,2019,,,,,,,,,,,,
c613fba3,c613fba3-20d6-4551-bb43-9c76a6e61245,622251,stauj001,staumjo01,staumo000jos,18335,,,,,Q65682509,Staumont,Josh,Joshua Tyler,,,,1993,12,21,,,,2015,2024,2019,2024,2015,2015,,,,,,,,,,
c615b7aa,c615b7aa-9b46-49fb-b3d6-8a9b457b329b,614179,ruizj001,ruizjo01,ruiz--008jos,14552,,,,,Q34487759,Ruiz,José,José Rafael,,Aparicio,,1994,10,21,,,,2012,2024,2017,2024,,,,,,,,,,,,
c61ce2fc,c61ce2fc-293d-4960-aff0-1677a154e366,571473,baumb001,baumabu01,bauman001geo,9309,,,,,Q21642345,Baumann,Buddy,George Charles,,,,1987,12,9,,,,2009,2022,2016,2018,,,,,,,,,,,,
c61e922e,c61e922e-b332-4282-9c50-b61f117390a9,547180,harpb003,harpebr03,harper002bry,11579,,,,,Q2524302,Harper,Bryce,Bryce Aron Max,,,,1992,10,16,,,,2010,2024,2012,2024,,,,,,,,,,,,
c62f4cb3,c62f4cb3-7933-4840-af2d-96012e187cd5,571969,mullc001,mulleco01,mullee001con,11580,,,,,Q24088798,Mullee,Conor,Conor Joseph,,,,1988,2,25,,,,2010,2017,2016,2016,,,,,,,,,,,,
c638af11,c638af11-34e4-4038-8e38-48fc11da4904,648737,hinod001,hinojda01,hinojo000dal,15671,,,,,Q5210984,Hinojosa,Dalier,Dalier,,Hernández,,1986,2,10,,,,2005,2016,2015,2016,,,,,,,,,,,,
c6428af1,c6428af1-d46e-424b-ab3a-4d0710b8f5cb,346857,puntn001,puntoni01,punto-001nic,1429,,,,,Q389598,Punto,Nick,Nicholas Paul,,,,1977,11,8,,,,1998,2014,2001,2014,1997,1998,,,,,,,,,,
c64e2b9d,c64e2b9d-2f11-40ad-9bdd-f896246a4880,594694,difow001,difowi01,difo--001wil,14320,,,,,Q18205814,Difo,Wilmer,Wilmer Francisco,,Santos,,1992,4,2,,,,2010,2024,2015,2022,,,,,,,,,,,,
