key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_wikidata,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
9f0e22c3,9f0e22c3-b9d1-4b73-b376-4c0df418c8c8,503566,castf003,castifa01,castil001fab,2826,83385136,,,,Q24864709,Castillo,Fabio,Fabio,,,,1989,2,19,,,,2006,2019,2017,2017,,,,,,,,,,,,
9f164da5,9f164da5-c121-42e0-9ee7-18b797658ec4,458085,coghc001,coghlch01,coghla001chr,6878,,,,,Q1061272,Coghlan,Chris,Christopher Brockett,,,,1985,6,18,,,,2006,2018,2009,2017,2004,2006,,,,,,,,,,
9f28b551,9f28b551-e2e4-4b7a-9f05-b23fc4a937ac,664874,zavas001,zavalse01,zavala000seb,18887,,,,,Q64150536,Zavala,Seby,Bernardo Sebastian,,,,1993,8,28,,,,2015,2024,2019,2024,2012,2015,,,,,,,,,,
9f306ac2,9f306ac2-23a0-41f0-8bd8-a812766dae48,456027,ohler001,ohlenro01,ohlend001cur,8268,83385134,,,,Q3442776,Ohlendorf,Ross,Curtis Ross,,,,1982,8,8,,,,2004,2017,2007,2016,2002,2004,,,,,,,,,,
9f38a0c0,9f38a0c0-ddbe-451b-a853-3056de6bbc80,462089,jaimj001,jaimeju01,jaime-003jua,6127,,,,,Q17300515,Jaime,Juan,Juan Jose,,,,1987,8,2,2024,12,27,2006,2023,2014,2015,,,,,,,,,,,,
9f4721ab,9f4721ab-c8d7-4acc-88f5-e69f95c610e3,458015,vottj001,vottojo01,votto-001jos,4314,,,,,Q762227,Votto,Joey,Joseph Daniel,,,,1983,9,10,,,,2002,2024,2007,2023,,,,,,,,,,,,
9f4da671,9f4da671-4a94-4eba-b436-f5d249048855,444379,jasoj001,jasojo01,jaso--001joh,5887,,,,,Q3181826,Jaso,John,John Edward,,,,1983,9,19,,,,2003,2017,2008,2017,,,,,,,,,,,,
9f5d0f0d,9f5d0f0d-260c-41bf-8fae-864c87edf43f,648717,guera001,guerral01,guerre002ale,15670,43545134,,,,Q15119311,Guerrero,Alex,Alexander,,Pérez,,1986,11,20,,,,2004,2019,2014,2015,,,,,,,,,,,,
9f6f980c,9f6f980c-e249-41ca-8375-6b0728e2e284,501659,almoa001,almonab01,almont001abr,5486,,,,,Q15303222,Almonte,Abraham,Abraham,,,,1989,6,27,,,,2006,2024,2013,2023,,,,,,,,,,,,
9f7072e0,9f7072e0-3b56-42b8-9292-ceecfa8f996a,573186,strom001,stromma01,stroma001mar,13431,,,,,Q16234219,Stroman,Marcus,Marcus Earl,,,,1991,5,1,,,,2012,2024,2014,2024,2010,2012,,,,,,,,,,
